
SetupTitle, Bias Stress 4V LIN
DataValue, -2.7, 0.1, -1.4738E-10, 3.9081200000000005E-06, 3.9081200000000005E-06, 1.4738E-10
DataValue, -2.6, 0.1, -1.11425E-10, 3.94626E-06, 3.94626E-06, 1.11425E-10
DataValue, -2.5, 0.1, -8.5405E-11, 3.9857600000000006E-06, 3.9857600000000006E-06, 8.5405E-11
DataValue, -2.4, 0.1, -6.5239E-11, 4.02633E-06, 4.02633E-06, 6.5239E-11
DataValue, -2.3000000000000003, 0.1, -4.7484E-11, 4.06751E-06, 4.06751E-06, 4.7484E-11
DataValue, -2.2, 0.1, -3.2845000000000004E-11, 4.10921E-06, 4.10921E-06, 3.2845000000000004E-11
DataValue, -2.1, 0.1, -1.9191000000000003E-11, 4.1517500000000005E-06, 4.1517500000000005E-06, 1.9191000000000003E-11
DataValue, -2, 0.1, -8.6770000000000011E-12, 4.19512E-06, 4.19512E-06, 8.6770000000000011E-12
DataValue, -1.9000000000000001, 0.1, 1.364E-12, 4.2389E-06, 4.2389E-06, 1.364E-12
DataValue, -1.8, 0.1, 1.039E-11, 4.28329E-06, 4.28329E-06, 1.039E-11
DataValue, -1.7000000000000002, 0.1, 1.8023000000000003E-11, 4.3276600000000007E-06, 4.3276600000000007E-06, 1.8023000000000003E-11
DataValue, -1.6, 0.1, 2.5616000000000002E-11, 4.37279E-06, 4.37279E-06, 2.5616000000000002E-11
DataValue, -1.5, 0.1, 3.3603000000000005E-11, 4.4181100000000008E-06, 4.4181100000000008E-06, 3.3603000000000005E-11
DataValue, -1.4000000000000001, 0.1, 3.9065E-11, 4.46382E-06, 4.46382E-06, 3.9065E-11
DataValue, -1.3, 0.1, 4.3521000000000004E-11, 4.5094500000000005E-06, 4.5094500000000005E-06, 4.3521000000000004E-11
DataValue, -1.2, 0.1, 4.8353000000000006E-11, 4.55541E-06, 4.55541E-06, 4.8353000000000006E-11
DataValue, -1.1, 0.1, 5.3338E-11, 4.6015000000000008E-06, 4.6015000000000008E-06, 5.3338E-11
DataValue, -1, 0.1, 5.7005000000000008E-11, 4.6476200000000007E-06, 4.6476200000000007E-06, 5.7005000000000008E-11
DataValue, -0.9, 0.1, 6.0767E-11, 4.69366E-06, 4.69366E-06, 6.0767E-11
DataValue, -0.8, 0.1, 6.5488000000000007E-11, 4.73933E-06, 4.73933E-06, 6.5488000000000007E-11
DataValue, -0.70000000000000007, 0.1, 6.8659E-11, 4.78526E-06, 4.78526E-06, 6.8659E-11
DataValue, -0.6, 0.1, 7.5918E-11, 4.8307300000000006E-06, 4.8307300000000006E-06, 7.5918E-11
DataValue, -0.5, 0.1, 8.0311E-11, 4.8762000000000008E-06, 4.8762000000000008E-06, 8.0311E-11
DataValue, -0.4, 0.1, 8.3874000000000012E-11, 4.9211800000000007E-06, 4.9211800000000007E-06, 8.3874000000000012E-11
DataValue, -0.3, 0.1, 8.6906E-11, 4.9662200000000005E-06, 4.9662200000000005E-06, 8.6906E-11
DataValue, -0.2, 0.1, 9.0253000000000011E-11, 5.0110600000000008E-06, 5.0110600000000008E-06, 9.0253000000000011E-11
DataValue, -0.1, 0.1, 9.3310000000000012E-11, 5.0556500000000005E-06, 5.0556500000000005E-06, 9.3310000000000012E-11
DataValue, 0, 0.1, 9.5708000000000007E-11, 5.1E-06, 5.1E-06, 9.5708000000000007E-11
DataValue, 0.1, 0.1, 9.857100000000001E-11, 5.1440400000000005E-06, 5.1440400000000005E-06, 9.857100000000001E-11
DataValue, 0.2, 0.1, 1.0094100000000001E-10, 5.1877500000000004E-06, 5.1877500000000004E-06, 1.0094100000000001E-10
DataValue, 0.3, 0.1, 1.0314200000000001E-10, 5.23095E-06, 5.23095E-06, 1.0314200000000001E-10
DataValue, 0.4, 0.1, 1.05629E-10, 5.27409E-06, 5.27409E-06, 1.05629E-10
DataValue, 0.5, 0.1, 1.0800100000000001E-10, 5.3170300000000005E-06, 5.3170300000000005E-06, 1.0800100000000001E-10
DataValue, 0.6, 0.1, 1.1006800000000001E-10, 5.35948E-06, 5.35948E-06, 1.1006800000000001E-10
DataValue, 0.70000000000000007, 0.1, 1.12252E-10, 5.40187E-06, 5.40187E-06, 1.12252E-10
DataValue, 0.8, 0.1, 1.13891E-10, 5.4434200000000008E-06, 5.4434200000000008E-06, 1.13891E-10
DataValue, 0.9, 0.1, 1.16804E-10, 5.4851800000000007E-06, 5.4851800000000007E-06, 1.16804E-10
DataValue, 1, 0.1, 1.18687E-10, 5.5265400000000006E-06, 5.5265400000000006E-06, 1.18687E-10
DataValue, 1.1, 0.1, 1.2092100000000002E-10, 5.56762E-06, 5.56762E-06, 1.2092100000000002E-10
DataValue, 1.2, 0.1, 1.2323E-10, 5.6083E-06, 5.6083E-06, 1.2323E-10
DataValue, 1.3, 0.1, 1.2583000000000002E-10, 5.6489300000000006E-06, 5.6489300000000006E-06, 1.2583000000000002E-10
DataValue, 1.4000000000000001, 0.1, 1.28618E-10, 5.68945E-06, 5.68945E-06, 1.28618E-10
DataValue, 1.5, 0.1, 1.3134E-10, 5.7297200000000009E-06, 5.7297200000000009E-06, 1.3134E-10
DataValue, 1.6, 0.1, 1.3437500000000001E-10, 5.7693800000000005E-06, 5.7693800000000005E-06, 1.3437500000000001E-10
DataValue, 1.7000000000000002, 0.1, 1.37936E-10, 5.80948E-06, 5.80948E-06, 1.37936E-10
DataValue, 1.8, 0.1, 1.4180600000000002E-10, 5.84923E-06, 5.84923E-06, 1.4180600000000002E-10
DataValue, 1.9000000000000001, 0.1, 1.4598200000000001E-10, 5.8888800000000008E-06, 5.8888800000000008E-06, 1.4598200000000001E-10
DataValue, 2, 0.1, 1.5091600000000003E-10, 5.9285300000000005E-06, 5.9285300000000005E-06, 1.5091600000000003E-10
DataValue, 2.1, 0.1, 1.5525800000000002E-10, 5.96782E-06, 5.96782E-06, 1.5525800000000002E-10
DataValue, 2.2, 0.1, 1.6142800000000001E-10, 6.0073100000000008E-06, 6.0073100000000008E-06, 1.6142800000000001E-10
DataValue, 2.3000000000000003, 0.1, 1.6797700000000002E-10, 6.04697E-06, 6.04697E-06, 1.6797700000000002E-10
DataValue, 2.4, 0.1, 1.75297E-10, 6.0865000000000009E-06, 6.0865000000000009E-06, 1.75297E-10
DataValue, 2.5, 0.1, 1.8297100000000002E-10, 6.1259900000000004E-06, 6.1259900000000004E-06, 1.8297100000000002E-10
DataValue, 2.6, 0.1, 1.926E-10, 6.1659600000000005E-06, 6.1659600000000005E-06, 1.926E-10
DataValue, 2.7, 0.1, 2.0365000000000002E-10, 6.2062100000000007E-06, 6.2062100000000007E-06, 2.0365000000000002E-10
DataValue, 2.8000000000000003, 0.1, 2.16525E-10, 6.2467700000000005E-06, 6.2467700000000005E-06, 2.16525E-10
DataValue, 2.9, 0.1, 2.3073100000000002E-10, 6.2873200000000005E-06, 6.2873200000000005E-06, 2.3073100000000002E-10
DataValue, 3, 0.1, 2.47648E-10, 6.328520000000001E-06, 6.328520000000001E-06, 2.47648E-10
DataValue, 3.1, 0.1, 2.6746200000000004E-10, 6.3707600000000006E-06, 6.3707600000000006E-06, 2.6746200000000004E-10
DataValue, 3.2, 0.1, 2.89731E-10, 6.41345E-06, 6.41345E-06, 2.89731E-10
DataValue, 3.3000000000000003, 0.1, 3.1478100000000003E-10, 6.4572000000000006E-06, 6.4572000000000006E-06, 3.1478100000000003E-10
DataValue, 3.4, 0.1, 3.4191200000000003E-10, 6.5017800000000005E-06, 6.5017800000000005E-06, 3.4191200000000003E-10
DataValue, 3.5, 0.1, 3.7274000000000005E-10, 6.5478300000000006E-06, 6.5478300000000006E-06, 3.7274000000000005E-10
DataValue, 3.6, 0.1, 4.0564400000000004E-10, 6.59546E-06, 6.59546E-06, 4.0564400000000004E-10
DataValue, 3.7, 0.1, 4.41426E-10, 6.644870000000001E-06, 6.644870000000001E-06, 4.41426E-10
DataValue, 3.8000000000000003, 0.1, 4.78422E-10, 6.6958500000000004E-06, 6.6958500000000004E-06, 4.78422E-10
DataValue, 3.9, 0.1, 5.2019300000000007E-10, 6.74939E-06, 6.74939E-06, 5.2019300000000007E-10
DataValue, 4, 0.1, 5.66167E-10, 6.805510000000001E-06, 6.805510000000001E-06, 5.66167E-10
DataValue, 4, 0.1, 5.1092300000000006E-10, 6.8065200000000005E-06, 6.8065200000000005E-06, 5.1092300000000006E-10
DataValue, 3.9, 0.1, 2.88876E-10, 6.7523000000000006E-06, 6.7523000000000006E-06, 2.88876E-10
DataValue, 3.8000000000000003, 0.1, 1.8007500000000002E-10, 6.6948600000000006E-06, 6.6948600000000006E-06, 1.8007500000000002E-10
DataValue, 3.7, 0.1, 1.1398100000000001E-10, 6.6369500000000009E-06, 6.6369500000000009E-06, 1.1398100000000001E-10
DataValue, 3.6, 0.1, 7.0504000000000011E-11, 6.5782800000000005E-06, 6.5782800000000005E-06, 7.0504000000000011E-11
DataValue, 3.5, 0.1, 3.8357000000000004E-11, 6.5198000000000007E-06, 6.5198000000000007E-06, 3.8357000000000004E-11
DataValue, 3.4, 0.1, 1.4063000000000001E-11, 6.4622000000000006E-06, 6.4622000000000006E-06, 1.4063000000000001E-11
DataValue, 3.3000000000000003, 0.1, -2.715E-12, 6.4055800000000004E-06, 6.4055800000000004E-06, 2.715E-12
DataValue, 3.2, 0.1, -1.708E-11, 6.3493800000000009E-06, 6.3493800000000009E-06, 1.708E-11
DataValue, 3.1, 0.1, -2.9687E-11, 6.294060000000001E-06, 6.294060000000001E-06, 2.9687E-11
DataValue, 3, 0.1, -3.8888E-11, 6.2396200000000009E-06, 6.2396200000000009E-06, 3.8888E-11
DataValue, 2.9, 0.1, -4.7952000000000004E-11, 6.1859900000000007E-06, 6.1859900000000007E-06, 4.7952000000000004E-11
DataValue, 2.8000000000000003, 0.1, -5.36E-11, 6.1333700000000009E-06, 6.1333700000000009E-06, 5.36E-11
DataValue, 2.7, 0.1, -6.2101E-11, 6.0814100000000006E-06, 6.0814100000000006E-06, 6.2101E-11
DataValue, 2.6, 0.1, -6.5932E-11, 6.0299500000000006E-06, 6.0299500000000006E-06, 6.5932E-11
DataValue, 2.5, 0.1, -7.0775000000000009E-11, 5.9794000000000007E-06, 5.9794000000000007E-06, 7.0775000000000009E-11
DataValue, 2.4, 0.1, -7.7587E-11, 5.9301800000000007E-06, 5.9301800000000007E-06, 7.7587E-11
DataValue, 2.3000000000000003, 0.1, -8.4812000000000007E-11, 5.8813600000000007E-06, 5.8813600000000007E-06, 8.4812000000000007E-11
DataValue, 2.2, 0.1, -9.0470000000000012E-11, 5.83338E-06, 5.83338E-06, 9.0470000000000012E-11
DataValue, 2.1, 0.1, -9.4984000000000013E-11, 5.78616E-06, 5.78616E-06, 9.4984000000000013E-11
DataValue, 2, 0.1, -9.9498000000000014E-11, 5.73987E-06, 5.73987E-06, 9.9498000000000014E-11
DataValue, 1.9000000000000001, 0.1, -1.03809E-10, 5.6940800000000005E-06, 5.6940800000000005E-06, 1.03809E-10
DataValue, 1.8, 0.1, -1.0810500000000001E-10, 5.64907E-06, 5.64907E-06, 1.0810500000000001E-10
DataValue, 1.7000000000000002, 0.1, -1.1179800000000001E-10, 5.6045300000000007E-06, 5.6045300000000007E-06, 1.1179800000000001E-10
DataValue, 1.6, 0.1, -1.1560000000000001E-10, 5.560920000000001E-06, 5.560920000000001E-06, 1.1560000000000001E-10
DataValue, 1.5, 0.1, -1.1884200000000002E-10, 5.5180400000000006E-06, 5.5180400000000006E-06, 1.1884200000000002E-10
DataValue, 1.4000000000000001, 0.1, -1.2239E-10, 5.4755200000000009E-06, 5.4755200000000009E-06, 1.2239E-10
DataValue, 1.3, 0.1, -1.2544400000000002E-10, 5.4336800000000005E-06, 5.4336800000000005E-06, 1.2544400000000002E-10
DataValue, 1.2, 0.1, -1.28754E-10, 5.39246E-06, 5.39246E-06, 1.28754E-10
DataValue, 1.1, 0.1, -1.31515E-10, 5.35208E-06, 5.35208E-06, 1.31515E-10
DataValue, 1, 0.1, -1.34799E-10, 5.31204E-06, 5.31204E-06, 1.34799E-10
DataValue, 0.9, 0.1, -1.3787400000000002E-10, 5.2722200000000007E-06, 5.2722200000000007E-06, 1.3787400000000002E-10
DataValue, 0.8, 0.1, -1.4072400000000002E-10, 5.23303E-06, 5.23303E-06, 1.4072400000000002E-10
DataValue, 0.70000000000000007, 0.1, -1.4335500000000002E-10, 5.1946100000000009E-06, 5.1946100000000009E-06, 1.4335500000000002E-10
DataValue, 0.6, 0.1, -1.4644100000000002E-10, 5.1561400000000007E-06, 5.1561400000000007E-06, 1.4644100000000002E-10
DataValue, 0.5, 0.1, -1.49084E-10, 5.1182900000000008E-06, 5.1182900000000008E-06, 1.49084E-10
DataValue, 0.4, 0.1, -1.5192200000000002E-10, 5.0806900000000005E-06, 5.0806900000000005E-06, 1.5192200000000002E-10
DataValue, 0.3, 0.1, -1.54934E-10, 5.04348E-06, 5.04348E-06, 1.54934E-10
DataValue, 0.2, 0.1, -1.57158E-10, 5.0068800000000006E-06, 5.0068800000000006E-06, 1.57158E-10
DataValue, 0.1, 0.1, -1.6015400000000002E-10, 4.97008E-06, 4.97008E-06, 1.6015400000000002E-10
DataValue, 0, 0.1, -1.63046E-10, 4.93378E-06, 4.93378E-06, 1.63046E-10
DataValue, -0.1, 0.1, -1.65556E-10, 4.89761E-06, 4.89761E-06, 1.65556E-10
DataValue, -0.2, 0.1, -1.68827E-10, 4.8616200000000007E-06, 4.8616200000000007E-06, 1.68827E-10
DataValue, -0.3, 0.1, -1.7171900000000002E-10, 4.8259100000000005E-06, 4.8259100000000005E-06, 1.7171900000000002E-10
DataValue, -0.4, 0.1, -1.7508800000000002E-10, 4.7904100000000006E-06, 4.7904100000000006E-06, 1.7508800000000002E-10
DataValue, -0.5, 0.1, -1.7777300000000002E-10, 4.75535E-06, 4.75535E-06, 1.7777300000000002E-10
DataValue, -0.6, 0.1, -1.8120200000000002E-10, 4.72026E-06, 4.72026E-06, 1.8120200000000002E-10
DataValue, -0.70000000000000007, 0.1, -1.8453100000000002E-10, 4.68533E-06, 4.68533E-06, 1.8453100000000002E-10
DataValue, -0.8, 0.1, -1.88091E-10, 4.6504900000000008E-06, 4.6504900000000008E-06, 1.88091E-10
DataValue, -0.9, 0.1, -1.91487E-10, 4.61618E-06, 4.61618E-06, 1.91487E-10
DataValue, -1, 0.1, -1.95486E-10, 4.58167E-06, 4.58167E-06, 1.95486E-10
DataValue, -1.1, 0.1, -1.9952800000000002E-10, 4.54732E-06, 4.54732E-06, 1.9952800000000002E-10
DataValue, -1.2, 0.1, -2.03643E-10, 4.5130700000000005E-06, 4.5130700000000005E-06, 2.03643E-10
DataValue, -1.3, 0.1, -2.0838400000000002E-10, 4.4788800000000007E-06, 4.4788800000000007E-06, 2.0838400000000002E-10
DataValue, -1.4000000000000001, 0.1, -2.1218500000000003E-10, 4.4451600000000008E-06, 4.4451600000000008E-06, 2.1218500000000003E-10
DataValue, -1.5, 0.1, -2.17438E-10, 4.41126E-06, 4.41126E-06, 2.17438E-10
DataValue, -1.6, 0.1, -2.2263E-10, 4.37726E-06, 4.37726E-06, 2.2263E-10
DataValue, -1.7000000000000002, 0.1, -2.2819400000000002E-10, 4.3435600000000008E-06, 4.3435600000000008E-06, 2.2819400000000002E-10
DataValue, -1.8, 0.1, -2.33416E-10, 4.31012E-06, 4.31012E-06, 2.33416E-10
DataValue, -1.9000000000000001, 0.1, -2.39941E-10, 4.2765000000000005E-06, 4.2765000000000005E-06, 2.39941E-10
DataValue, -2, 0.1, -2.46355E-10, 4.2429600000000005E-06, 4.2429600000000005E-06, 2.46355E-10
DataValue, -2.1, 0.1, -2.5355900000000004E-10, 4.20948E-06, 4.20948E-06, 2.5355900000000004E-10
DataValue, -2.2, 0.1, -2.60882E-10, 4.1760500000000004E-06, 4.1760500000000004E-06, 2.60882E-10
DataValue, -2.3000000000000003, 0.1, -2.68489E-10, 4.1430000000000008E-06, 4.1430000000000008E-06, 2.68489E-10
DataValue, -2.4, 0.1, -2.78142E-10, 4.10961E-06, 4.10961E-06, 2.78142E-10
DataValue, -2.5, 0.1, -2.88339E-10, 4.07631E-06, 4.07631E-06, 2.88339E-10
DataValue, -2.6, 0.1, -3.00515E-10, 4.0429700000000005E-06, 4.0429700000000005E-06, 3.00515E-10
DataValue, -2.7, 0.1, -3.1432E-10, 4.00981E-06, 4.00981E-06, 3.1432E-10
DataValue, -2.8000000000000003, 0.1, -3.3295100000000003E-10, 3.97642E-06, 3.97642E-06, 3.3295100000000003E-10
DataValue, -2.9, 0.1, -3.58585E-10, 3.9429200000000005E-06, 3.9429200000000005E-06, 3.58585E-10
DataValue, -3, 0.1, -3.9842400000000004E-10, 3.90923E-06, 3.90923E-06, 3.9842400000000004E-10
DataValue, -3.1, 0.1, -4.6241900000000003E-10, 3.87528E-06, 3.87528E-06, 4.6241900000000003E-10
DataValue, -3.2, 0.1, -5.6634500000000007E-10, 3.8409600000000007E-06, 3.8409600000000007E-06, 5.6634500000000007E-10
DataValue, -3.3000000000000003, 0.1, -7.2934000000000009E-10, 3.8055800000000003E-06, 3.8055800000000003E-06, 7.2934000000000009E-10
DataValue, -3.4, 0.1, -9.9141E-10, 3.7701200000000003E-06, 3.7701200000000003E-06, 9.9141E-10
DataValue, -3.5, 0.1, -1.32491E-09, 3.7325000000000003E-06, 3.7325000000000003E-06, 1.32491E-09
DataValue, -3.6, 0.1, -1.81588E-09, 3.6931300000000002E-06, 3.6931300000000002E-06, 1.81588E-09
DataValue, -3.7, 0.1, -2.53601E-09, 3.6505500000000006E-06, 3.6505500000000006E-06, 2.53601E-09
DataValue, -3.8000000000000003, 0.1, -3.55403E-09, 3.60394E-06, 3.60394E-06, 3.55403E-09
DataValue, -3.9, 0.1, -4.92657E-09, 3.55176E-06, 3.55176E-06, 4.92657E-09
DataValue, -4, 0.1, -6.65967E-09, 3.4924000000000002E-06, 3.4924000000000002E-06, 6.65967E-09
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
TestParameter, Context.MainFrame, 4155C
TestParameter, Channel.UnitType, SMU, SMU
TestParameter, Channel.Unit, Gate, Drain
TestParameter, Channel.IName, IgateStress, IdrainStress
TestParameter, Channel.VName, VgateStress, VdrainStress
TestParameter, Channel.Mode, V, V
TestParameter, Channel.Index, 
TestParameter, Channel.Time, Time
TestParameter, Measurement.Port.Unit, Gate, Drain
TestParameter, Measurement.Port.SeriesResistor, NONE, NONE
TestParameter, Measurement.Port.Filter, ON, ON
TestParameter, Measurement.Sampling.Scale, LINEAR
TestParameter, Measurement.Sampling.Interval, StressInterval/NoSamples
TestParameter, Measurement.Sampling.Count, NoSamples+1
TestParameter, Measurement.Sampling.HoldTime, 0
TestParameter, Measurement.Sampling.BaseHoldTime, 0
TestParameter, Measurement.Sampling.OutputSequence, SIMULTANEOUS
TestParameter, Measurement.PostOutput.Value, SOURCE
TestParameter, Measurement.PostOutput.Retention, ON
TestParameter, Measurement.Bias.Base, 0, 0
TestParameter, Measurement.Bias.Source, VgStress, VdStress
TestParameter, Measurement.Bias.Compliance, IdMax, IdMax
TestParameter, Measurement.Monitor.Unit, SMU:=Gate, SMU:=Drain
TestParameter, Measurement.Monitor.Adc, HR ADC, HR ADC
TestParameter, Measurement.Monitor.RangingMode, LIMITED, LIMITED
TestParameter, Measurement.Monitor.RangeBoundary, 1nA, 1nA
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 1
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel1, DEFAULT
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel3, DEFAULT
TestParameter, Function.User.Name, absIdStress, absIgStress
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(IdrainStress), abs(IgateStress)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Time
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, StressInterval
TestParameter, Output.Graph.YAxis.Data, absIdStress
TestParameter, Output.Graph.YAxis.Scale, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-12
TestParameter, Output.Graph.YAxis.Top, IdMax
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.List.Data, VgateStress, Time, IgateStress, IdrainStress
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
